TIME,REP_AIRP,UNIT,TRA_MEAS,AIRLINE,Value,Flag and Footnotes
2018M04,IBIZA airport,Passenger,Passengers carried,All airlines,486 473,
2018M04,JEREZ airport,Passenger,Passengers carried,All airlines,101 410,
2018M04,MURCIA/SAN JAVIER airport,Passenger,Passengers carried,All airlines,130 832,
2018M04,SABADELL airport,Passenger,Passengers carried,All airlines,:,
2018M04,LEON airport,Passenger,Passengers carried,All airlines,7 556,
2018M04,LOGRONO/AGONCILLO airport,Passenger,Passengers carried,All airlines,:,
2018M04,ADOLFO SUAREZ MADRID-BARAJAS airport,Passenger,Passengers carried,All airlines,4 797 147,
2018M04,MALAGA/COSTA DEL SOL airport,Passenger,Passengers carried,All airlines,1 691 008,
2018M04,MENORCA airport,Passenger,Passengers carried,All airlines,143 553,
2018M04,PALMA DE MALLORCA airport,Passenger,Passengers carried,All airlines,2 200 174,
2018M04,PAMPLONA airport,Passenger,Passengers carried,All airlines,18 903,
2018M04,LOGRONO airport,Passenger,Passengers carried,All airlines,:,
2018M04,REUS airport,Passenger,Passengers carried,All airlines,43 376,
2018M04,SALAMANCA airport,Passenger,Passengers carried,All airlines,2 519,
2018M04,SAN SEBASTIAN airport,Passenger,Passengers carried,All airlines,24 984,
2018M04,SANTIAGO airport,Passenger,Passengers carried,All airlines,232 883,
2018M04,MADRID/TORREJON airport,Passenger,Passengers carried,All airlines,:,
2018M04,VALENCIA airport,Passenger,Passengers carried,All airlines,664 138,
2018M04,VALLADOLID airport,Passenger,Passengers carried,All airlines,26 245,
2018M04,VITORIA airport,Passenger,Passengers carried,All airlines,11 845,
2018M04,VIGO airport,Passenger,Passengers carried,All airlines,98 601,
2018M04,SEVE BALLESTEROS-SANTANDER airport,Passenger,Passengers carried,All airlines,93 607,
2018M04,ZARAGOZA airport,Passenger,Passengers carried,All airlines,39 924,
2018M04,SEVILLA airport,Passenger,Passengers carried,All airlines,560 470,
2018M04,DZAOUDZI airport,Passenger,Passengers carried,All airlines,23 629,
2018M04,LA REUNION-ROLAND GARROS airport,Passenger,Passengers carried,All airlines,176 991,
2018M04,SAINT PIERRE PIERREFONDS airport,Passenger,Passengers carried,All airlines,6 020,
2018M04,ALBERT-BRAY airport,Passenger,Passengers carried,All airlines,227,
2018M04,LE TOUQUET-COTE D'OPALE airport,Passenger,Passengers carried,All airlines,:,
2018M04,AGEN-LA GARENNE airport,Passenger,Passengers carried,All airlines,3 583,
2018M04,BORDEAUX-MERIGNAC airport,Passenger,Passengers carried,All airlines,580 613,
2018M04,BERGERAC-ROUMANIERE airport,Passenger,Passengers carried,All airlines,26 033,
2018M04,LA ROCHELLE-ILE DE RE airport,Passenger,Passengers carried,All airlines,21 478,
2018M04,POITIERS-BIARD airport,Passenger,Passengers carried,All airlines,8 698,
2018M04,LIMOGES-BELLEGARDE airport,Passenger,Passengers carried,All airlines,29 747,
2018M04,TOULOUSE/BLAGNAC airport,Passenger,Passengers carried,All airlines,848 570,
2018M04,PAU-PYRENEES airport,Passenger,Passengers carried,All airlines,50 788,
2018M04,TARBES LOURDES PYRENEES airport,Passenger,Passengers carried,All airlines,44 377,
2018M04,ANGOULEME-BRIE-CHAMPNIERS airport,Passenger,Passengers carried,All airlines,:,
2018M04,BRIVE/LA ROCHE airport,Passenger,Passengers carried,All airlines,:,
2018M04,PERIGEUX-BASSILLAC airport,Passenger,Passengers carried,All airlines,:,
2018M04,BIARRITZ-PAYS BASQUE airport,Passenger,Passengers carried,All airlines,94 588,
2018M04,CASTRES MAZAMET airport,Passenger,Passengers carried,All airlines,3 904,
2018M04,RODEZ-AVEYRON airport,Passenger,Passengers carried,All airlines,7 324,
2018M04,ROCHEFORT-CHARENTE-MARITIME airport,Passenger,Passengers carried,All airlines,:,
2018M04,OUESSANT airport,Passenger,Passengers carried,All airlines,:,
2018M04,DOLE-TAVAUX airport,Passenger,Passengers carried,All airlines,9 499,
2018M04,LE PUY-LOUDES airport,Passenger,Passengers carried,All airlines,:,
2018M04,METZ NANCY-LORRAINE airport,Passenger,Passengers carried,All airlines,18 994,
2018M04,ANGERS MARCE airport,Passenger,Passengers carried,All airlines,:,
2018M04,BASTIA-PORETTA airport,Passenger,Passengers carried,All airlines,107 250,
2018M04,CALVI-SAINTE-CATHERINE airport,Passenger,Passengers carried,All airlines,21 204,
2018M04,FIGARI-SUD-CORSE airport,Passenger,Passengers carried,All airlines,45 589,
2018M04,AJACCIO-NAPOLEON-BONAPARTE airport,Passenger,Passengers carried,All airlines,131 201,
2018M04,CHAMBERY-AIX-LES-BAINS airport,Passenger,Passengers carried,All airlines,18 227,
2018M04,CLERMONT-FERRAND-AUVERGNE airport,Passenger,Passengers carried,All airlines,38 098,
2018M04,COURCHEVEL airport,Passenger,Passengers carried,All airlines,:,
2018M04,LYON SAINT-EXUPERY airport,Passenger,Passengers carried,All airlines,971 048,
2018M04,ANNECY-MEYTHET airport,Passenger,Passengers carried,All airlines,:,
2018M04,GRENOBLE-ISERE airport,Passenger,Passengers carried,All airlines,40 466,
2018M04,AURILLAC airport,Passenger,Passengers carried,All airlines,2 925,
2018M04,CHATEAUROUX-DEOLS airport,Passenger,Passengers carried,All airlines,414,
2018M04,LYON-BRON airport,Passenger,Passengers carried,All airlines,:,
2018M04,CANNES-MANDELIEU airport,Passenger,Passengers carried,All airlines,:,
2018M04,SAINT-ETIENNE-LOIRE airport,Passenger,Passengers carried,All airlines,768,
2018M04,CARCASSONNE-SALVAZA airport,Passenger,Passengers carried,All airlines,36 269,
2018M04,MARSEILLE-PROVENCE airport,Passenger,Passengers carried,All airlines,808 905,
2018M04,NICE-COTE D AZUR airport,Passenger,Passengers carried,All airlines,1 158 419,
2018M04,PERPIGNAN RIVESALTES airport,Passenger,Passengers carried,All airlines,41 263,
2018M04,LE CASTELLET airport,Passenger,Passengers carried,All airlines,:,
2018M04,MONTPELLIER MEDITERRANEE airport,Passenger,Passengers carried,All airlines,152 473,
2018M04,BEZIERS-VIAS airport,Passenger,Passengers carried,All airlines,28 532,
2018M04,AVIGNON-CAUMONT airport,Passenger,Passengers carried,All airlines,:,
2018M04,BEAUVAIS-TILLE airport,Passenger,Passengers carried,All airlines,331 762,
2018M04,LE HAVRE-OCTEVILLE airport,Passenger,Passengers carried,All airlines,:,
2018M04,CHALONS-VATRY airport,Passenger,Passengers carried,All airlines,5 049,
2018M04,ROUEN-VALLEE DE SEINE airport,Passenger,Passengers carried,All airlines,:,
2018M04,TOURS VAL DE LOIRE airport,Passenger,Passengers carried,All airlines,17 465,
2018M04,PARIS-LE BOURGET airport,Passenger,Passengers carried,All airlines,11 135,
2018M04,PARIS-CHARLES DE GAULLE airport,Passenger,Passengers carried,All airlines,5 750 902,
2018M04,PARIS-ORLY airport,Passenger,Passengers carried,All airlines,2 959 198,
2018M04,LILLE-LESQUIN airport,Passenger,Passengers carried,All airlines,174 413,
2018M04,BREST-BRETAGNE airport,Passenger,Passengers carried,All airlines,81 377,
2018M04,CHERBOURG-MAUPERTUS airport,Passenger,Passengers carried,All airlines,:,
2018M04,DINARD PLEURTUIT SAINT MALO airport,Passenger,Passengers carried,All airlines,10 952,
2018M04,DEAUVILLE-NORMANDIE airport,Passenger,Passengers carried,All airlines,7 461,
2018M04,LORIENT-LANN-BIHOUE airport,Passenger,Passengers carried,All airlines,10 637,
2018M04,CAEN-CARPIQUET airport,Passenger,Passengers carried,All airlines,20 161,
2018M04,LE MANS-ARNAGE airport,Passenger,Passengers carried,All airlines,:,
2018M04,RENNES SAINT JACQUES airport,Passenger,Passengers carried,All airlines,71 591,
2018M04,LANNION airport,Passenger,Passengers carried,All airlines,:,
2018M04,QUIMPER-PLUGUFFAN airport,Passenger,Passengers carried,All airlines,6 311,
2018M04,NANTES ATLANTIQUE airport,Passenger,Passengers carried,All airlines,502 346,
2018M04,SAINT BRIEUC ARMOR airport,Passenger,Passengers carried,All airlines,:,
2018M04,SAINT-NAZAIRE-MONTOIR airport,Passenger,Passengers carried,All airlines,1 288,
2018M04,BALE-MULHOUSE airport,Passenger,Passengers carried,All airlines,66 850,
2018M04,DIJON-LONGVIC airport,Passenger,Passengers carried,All airlines,:,
2018M04,EPINAL-MIRECOURT airport,Passenger,Passengers carried,All airlines,:,
2018M04,BRIVE SOUILLAC airport,Passenger,Passengers carried,All airlines,6 534,
2018M04,REIMS/CHAMPAGNE airport,Passenger,Passengers carried,All airlines,:,
2018M04,STRASBOURG-ENTZHEIM airport,Passenger,Passengers carried,All airlines,101 894,
2018M04,CANNES/PALM BEACH airport,Passenger,Passengers carried,All airlines,:,
2018M04,HYERES-LE PALYVESTRE airport,Passenger,Passengers carried,All airlines,47 453,
2018M04,NIMES-GARONS airport,Passenger,Passengers carried,All airlines,22 326,
2018M04,LA MOLE airport,Passenger,Passengers carried,All airlines,:,
2018M04,STRASBOURG airport System,Passenger,Passengers carried,All airlines,:,
2018M04,CAYENNE-FELIX-EBOUE airport,Passenger,Passengers carried,All airlines,42 131,
2018M04,MARIPASOULA airport,Passenger,Passengers carried,All airlines,3 134,
2018M04,AIME CESAIRE/MARTINIQUE airport,Passenger,Passengers carried,All airlines,162 663,
2018M04,"SAINT MARTIN, GRAND CASE, GUADELOUPE airport",Passenger,Passengers carried,All airlines,16 554,
2018M04,SAINT BARTHELEMY/FRENCH ANTILLES airport,Passenger,Passengers carried,All airlines,:,
2018M04,MARIE GALANTE airport,Passenger,Passengers carried,All airlines,:,
2018M04,POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport,Passenger,Passengers carried,All airlines,195 763,
2018M04,LES SAINTES/TERRE DE HAUT/FRENCH ANTILLES airport,Passenger,Passengers carried,All airlines,:,
2018M04,ZAGREB (AFTN) airport,Passenger,Passengers carried,All airlines,:,
2018M04,DUBROVNIK/CILIPI airport,Passenger,Passengers carried,All airlines,150 861,
2018M04,LOSINJ/LOSINJ I. airport,Passenger,Passengers carried,All airlines,:,
2018M04,OSIJEK/KLISA airport,Passenger,Passengers carried,All airlines,6 515,
2018M04,PULA airport,Passenger,Passengers carried,All airlines,17 157,
2018M04,RIJEKA/KRK airport,Passenger,Passengers carried,All airlines,6 981,
2018M04,BRAC airport,Passenger,Passengers carried,All airlines,:,
2018M04,SPLIT/KASTELA airport,Passenger,Passengers carried,All airlines,121 372,
2018M04,ZAGREB/PLESO airport,Passenger,Passengers carried,All airlines,253 092,
2018M04,ZADAR/ZEMUNIK airport,Passenger,Passengers carried,All airlines,44 358,
2018M04,CROTONE airport,Passenger,Passengers carried,All airlines,503,
2018M04,BARI/PALESE airport,Passenger,Passengers carried,All airlines,415 239,
2018M04,FOGGIA/GINO LISA airport,Passenger,Passengers carried,All airlines,:,
2018M04,TARANTO/GROTTAGLIE airport,Passenger,Passengers carried,All airlines,:,
2018M04,PESCARA airport,Passenger,Passengers carried,All airlines,61 058,
2018M04,BRINDISI/CASALE airport,Passenger,Passengers carried,All airlines,192 496,
2018M04,LAMEZIA TERME airport,Passenger,Passengers carried,All airlines,210 994,
2018M04,COMISO airport,Passenger,Passengers carried,All airlines,40 677,
2018M04,CATANIA/FONTANAROSSA airport,Passenger,Passengers carried,All airlines,831 959,
2018M04,LAMPEDUSA airport,Passenger,Passengers carried,All airlines,7 924,
2018M04,PANTELLERIA airport,Passenger,Passengers carried,All airlines,7 339,
2018M04,PALERMO/PUNTA RAISI airport,Passenger,Passengers carried,All airlines,551 917,
2018M04,REGGIO CALABRIA airport,Passenger,Passengers carried,All airlines,29 897,
2018M04,TRAPANI/BIRGI airport,Passenger,Passengers carried,All airlines,33 766,
2018M04,ALGHERO/FERTILIA airport,Passenger,Passengers carried,All airlines,104 609,
2018M04,CAGLIARI/ELMAS airport,Passenger,Passengers carried,All airlines,316 535,
2018M04,OLBIA/COSTA SMERALDA airport,Passenger,Passengers carried,All airlines,152 831,
2018M04,TORTOLI/ARBATAX airport,Passenger,Passengers carried,All airlines,:,
2018M04,MILANO/MALPENSA airport,Passenger,Passengers carried,All airlines,2 035 613,
2018M04,BERGAMO/ORIO AL SERIO airport,Passenger,Passengers carried,All airlines,1 111 572,
2018M04,TORINO/CASELLE airport,Passenger,Passengers carried,All airlines,348 382,
2018M04,ALBENGA airport,Passenger,Passengers carried,All airlines,:,
2018M04,GENOVA/SESTRI airport,Passenger,Passengers carried,All airlines,119 390,
2018M04,MILANO/LINATE airport,Passenger,Passengers carried,All airlines,739 845,
2018M04,PARMA airport,Passenger,Passengers carried,All airlines,:,
2018M04,AOSTA airport,Passenger,Passengers carried,All airlines,:,
2018M04,CUNEO/LEVALDIGI airport,Passenger,Passengers carried,All airlines,7 846,
2018M04,BOLZANO airport,Passenger,Passengers carried,All airlines,:,
2018M04,BOLOGNA/BORGO PANIGALE airport,Passenger,Passengers carried,All airlines,718 798,
2018M04,TREVISO/S.ANGELO airport,Passenger,Passengers carried,All airlines,289 650,
2018M04,FORLI airport,Passenger,Passengers carried,All airlines,:,
2018M04,VERONA/BOSCOMANTICO airport,Passenger,Passengers carried,All airlines,:,
2018M04,BRESCIA/MONTICHIARI airport,Passenger,Passengers carried,All airlines,1 093,
2018M04,TRIESTE/RONCHI DEI LEGIONARI airport,Passenger,Passengers carried,All airlines,62 721,
2018M04,RIMINI/MIRAMARE airport,Passenger,Passengers carried,All airlines,21 250,
2018M04,VERONA/VILLAFRANCA airport,Passenger,Passengers carried,All airlines,244 049,
2018M04,ANCONA/FALCONARA airport,Passenger,Passengers carried,All airlines,34 232,
2018M04,VENEZIA/TESSERA airport,Passenger,Passengers carried,All airlines,913 963,
2018M04,ROMA/CIAMPINO airport,Passenger,Passengers carried,All airlines,492 343,
2018M04,ROMA/FIUMICINO airport,Passenger,Passengers carried,All airlines,3 661 808,
2018M04,MARINA DI CAMPO airport,Passenger,Passengers carried,All airlines,:,
2018M04,NAPOLI/CAPODICHINO airport,Passenger,Passengers carried,All airlines,849 745,
2018M04,PISA/S. GIUSTO airport,Passenger,Passengers carried,All airlines,483 028,
2018M04,FIRENZE/PERETOLA airport,Passenger,Passengers carried,All airlines,237 663,
2018M04,GROSSETO airport,Passenger,Passengers carried,All airlines,:,
2018M04,PERUGIA/S. FRANCESCO airport,Passenger,Passengers carried,All airlines,20 970,
2018M04,LARNAKA/INTL airport,Passenger,Passengers carried,All airlines,591 768,
2018M04,PAFOS/INTL airport,Passenger,Passengers carried,All airlines,256 486,
2018M04,LIEPAJA airport,Passenger,Passengers carried,All airlines,:,
2018M04,RIGA airport,Passenger,Passengers carried,All airlines,568 391,
2018M04,KAUNAS INTL airport,Passenger,Passengers carried,All airlines,87 386,
2018M04,PALANGA/INTERNATIONAL airport,Passenger,Passengers carried,All airlines,26 189,
2018M04,SIAULIAI/INTERNATIONAL airport,Passenger,Passengers carried,All airlines,0,
2018M04,VILNIUS/INTERNATIONAL airport,Passenger,Passengers carried,All airlines,402 149,
2018M04,LUXEMBOURG airport,Passenger,Passengers carried,All airlines,353 190,
2018M04,BUDAPEST/LISZT FERENC INTERNATIONAL airport,Passenger,Passengers carried,All airlines,1 231 337,
2018M04,DEBRECEN airport,Passenger,Passengers carried,All airlines,29 389,
2018M04,GYOR/PER airport,Passenger,Passengers carried,All airlines,:,
2018M04,HEVIZ/BALATON airport,Passenger,Passengers carried,All airlines,:,
2018M04,LUQA airport,Passenger,Passengers carried,All airlines,593 927,
2018M04,AMSTERDAM/SCHIPHOL airport,Passenger,Passengers carried,All airlines,6 018 657,
2018M04,MAASTRICHT/AACHEN airport,Passenger,Passengers carried,All airlines,17 704,
2018M04,EINDHOVEN airport,Passenger,Passengers carried,All airlines,537 500,
2018M04,GRONINGEN/EELDE airport,Passenger,Passengers carried,All airlines,15 015,
2018M04,ROTTERDAM airport,Passenger,Passengers carried,All airlines,144 919,
2018M04,GRAZ airport,Passenger,Passengers carried,All airlines,:,
2018M04,INNSBRUCK airport,Passenger,Passengers carried,All airlines,:,
2018M04,KLAGENFURT airport,Passenger,Passengers carried,All airlines,:,
2018M04,LINZ airport,Passenger,Passengers carried,All airlines,:,
2018M04,SALZBURG airport,Passenger,Passengers carried,All airlines,:,
2018M04,WIEN-SCHWECHAT airport,Passenger,Passengers carried,All airlines,:,
2018M04,BYDGOSZCZ/BIEDASZKOWO airport,Passenger,Passengers carried,All airlines,:,
2018M04,BYDGOSZCZ/SZWEDEROWO airport,Passenger,Passengers carried,All airlines,34 900,
2018M04,GDANSK IM LECHA WALESY airport,Passenger,Passengers carried,All airlines,:,
2018M04,KRAKOW/BALICE airport,Passenger,Passengers carried,All airlines,:,
2018M04,KATOWICE/PYRZOWICE airport,Passenger,Passengers carried,All airlines,:,
2018M04,LUBLIN airport,Passenger,Passengers carried,All airlines,:,
2018M04,LODZ/LUBLINEK airport,Passenger,Passengers carried,All airlines,:,
2018M04,WARSZAWA/MODLIN airport,Passenger,Passengers carried,All airlines,268 215,
2018M04,POZNAN/LAWICA airport,Passenger,Passengers carried,All airlines,:,
2018M04,RZESZOW/JASIONKA airport,Passenger,Passengers carried,All airlines,:,
2018M04,SZCZECIN/GOLENIOW airport,Passenger,Passengers carried,All airlines,:,
2018M04,OLSZTYN-MAZURY airport,Passenger,Passengers carried,All airlines,:,
2018M04,WARSZAWIA/CHOPINA airport,Passenger,Passengers carried,All airlines,1 331 606,
2018M04,WROCLAW/STRACHOWICE airport,Passenger,Passengers carried,All airlines,343,
2018M04,ZIELONA GORA/BABIMOST airport,Passenger,Passengers carried,All airlines,:,
2018M04,Unknown airport - POLAND,Passenger,Passengers carried,All airlines,:,
2018M04,SANTA MARIA airport,Passenger,Passengers carried,All airlines,:,
2018M04,BRAGANCA airport,Passenger,Passengers carried,All airlines,339,
2018M04,BEJA airport,Passenger,Passengers carried,All airlines,13,
2018M04,CORVO airport,Passenger,Passengers carried,All airlines,650,
2018M04,CASCAIS airport,Passenger,Passengers carried,All airlines,1 008,
2018M04,FLORES airport,Passenger,Passengers carried,All airlines,4 522,
2018M04,FARO airport,Passenger,Passengers carried,All airlines,789 964,
2018M04,FUNCHAL/MADEIRA I. airport,Passenger,Passengers carried,All airlines,:,
2018M04,GRACIOSA airport,Passenger,Passengers carried,All airlines,4 210,
2018M04,HORTA airport,Passenger,Passengers carried,All airlines,18 381,
2018M04,LAJES airport,Passenger,Passengers carried,All airlines,47 313,
2018M04,MADEIRA airport,Passenger,Passengers carried,All airlines,275 111,
2018M04,PONTA DELGADA airport,Passenger,Passengers carried,All airlines,155 617,
2018M04,PICO airport,Passenger,Passengers carried,All airlines,9 749,
2018M04,PORTIMAO airport,Passenger,Passengers carried,All airlines,13,
2018M04,SANTA MARIA OAC/FIC airport,Passenger,Passengers carried,All airlines,7 802,
2018M04,PORTO airport,Passenger,Passengers carried,All airlines,1 041 766,
2018M04,PORTO SANTO airport,Passenger,Passengers carried,All airlines,15 671,
2018M04,LISBOA airport,Passenger,Passengers carried,All airlines,2 464 914,
2018M04,SAO JORGE airport,Passenger,Passengers carried,All airlines,5 262,
2018M04,VILA REAL airport,Passenger,Passengers carried,All airlines,613,
2018M04,VISEU airport,Passenger,Passengers carried,All airlines,754,
2018M04,ARAD airport,Passenger,Passengers carried,All airlines,:,
2018M04,BACAU/GEORGE ENESCU airport,Passenger,Passengers carried,All airlines,40 064,
2018M04,BAIA MARE airport,Passenger,Passengers carried,All airlines,:,
2018M04,BUCURESTI/BANEASA-AUREL VLAICU airport,Passenger,Passengers carried,All airlines,:,
2018M04,CONSTANTA/MIHAIL KOGALNICEANU airport,Passenger,Passengers carried,All airlines,9 533,
2018M04,CLUJ NAPOCA/AVRAM IANCU airport,Passenger,Passengers carried,All airlines,231 060,
2018M04,CARANSEBES airport,Passenger,Passengers carried,All airlines,:,
2018M04,CRAIOVA airport,Passenger,Passengers carried,All airlines,42 224,
2018M04,IASI airport,Passenger,Passengers carried,All airlines,92 493,
2018M04,ORADEA airport,Passenger,Passengers carried,All airlines,23 210,
2018M04,BUCURESTI/HENRI COANDA airport,Passenger,Passengers carried,All airlines,1 139 732,
2018M04,SIBIU airport,Passenger,Passengers carried,All airlines,44 612,
2018M04,SATU MARE airport,Passenger,Passengers carried,All airlines,5 995,
2018M04,SUCEAVA/STEFAN CEL MARE airport,Passenger,Passengers carried,All airlines,28 445,
2018M04,TULCEA/DELTA DUNARII airport,Passenger,Passengers carried,All airlines,:,
2018M04,TARGU MURES/TRANSILVANIA airport,Passenger,Passengers carried,All airlines,:,
2018M04,TIMISOARA/TRAIAN VUIA airport,Passenger,Passengers carried,All airlines,115 263,
2018M04,LJUBLJANA/BRNIK airport,Passenger,Passengers carried,All airlines,157 514,
2018M04,BRATISLAVA/M.R.STEFANIK airport,Passenger,Passengers carried,All airlines,151 554,
2018M04,KOSICE airport,Passenger,Passengers carried,All airlines,35 226,
2018M04,PIESTANY airport,Passenger,Passengers carried,All airlines,:,
2018M04,SLIAC airport,Passenger,Passengers carried,All airlines,490,
2018M04,POPRAD-TATRY airport,Passenger,Passengers carried,All airlines,3 981,
2018M04,ZILINA airport,Passenger,Passengers carried,All airlines,:,
2018M04,Unknown airport - SLOVAKIA,Passenger,Passengers carried,All airlines,:,
2018M04,TAMPERE ACC/RCC airport,Passenger,Passengers carried,All airlines,:,
2018M04,ENONTEKIO airport,Passenger,Passengers carried,All airlines,188,
2018M04,HALLI airport,Passenger,Passengers carried,All airlines,15,
2018M04,HELSINKI-MALMI airport,Passenger,Passengers carried,All airlines,:,
2018M04,HELSINKI-VANTAA airport,Passenger,Passengers carried,All airlines,1 691 767,
2018M04,IVALO airport,Passenger,Passengers carried,All airlines,12 727,
2018M04,JOENSUU airport,Passenger,Passengers carried,All airlines,14 004,
2018M04,JYVASKYLA airport,Passenger,Passengers carried,All airlines,8 653,
2018M04,KAUHAVA airport,Passenger,Passengers carried,All airlines,:,
2018M04,KEMI-TORNIO airport,Passenger,Passengers carried,All airlines,5 567,
2018M04,KAJAANI airport,Passenger,Passengers carried,All airlines,7 586,
2018M04,KOKKOLA-PIETARSAARI airport,Passenger,Passengers carried,All airlines,7 040,
2018M04,KUUSAMO airport,Passenger,Passengers carried,All airlines,9 481,
2018M04,KITTILA airport,Passenger,Passengers carried,All airlines,30 495,
2018M04,KUOPIO airport,Passenger,Passengers carried,All airlines,24 134,
2018M04,LAPPEENRANTA airport,Passenger,Passengers carried,All airlines,:,
2018M04,MARIEHAMN airport,Passenger,Passengers carried,All airlines,5 647,
2018M04,OULU airport,Passenger,Passengers carried,All airlines,96 265,
2018M04,PORI airport,Passenger,Passengers carried,All airlines,3 695,
2018M04,ROVANIEMI airport,Passenger,Passengers carried,All airlines,34 707,
2018M04,SAVONLINNA airport,Passenger,Passengers carried,All airlines,1 082,
2018M04,SEINAJOKI airport,Passenger,Passengers carried,All airlines,:,
2018M04,TAMPERE-PIRKKALA airport,Passenger,Passengers carried,All airlines,24 426,
2018M04,TURKU airport,Passenger,Passengers carried,All airlines,35 539,
2018M04,UTTI airport,Passenger,Passengers carried,All airlines,0,
2018M04,VAASA airport,Passenger,Passengers carried,All airlines,29 928,
2018M04,VARKAUS airport,Passenger,Passengers carried,All airlines,:,
2018M04,Unknown airport - FINLAND,Passenger,Passengers carried,All airlines,:,
2018M04,RONNEBY airport,Passenger,Passengers carried,All airlines,20 577,
2018M04,GOTEBORG/LANDVETTER airport,Passenger,Passengers carried,All airlines,558 675,
2018M04,JONKOPING airport,Passenger,Passengers carried,All airlines,6 412,
2018M04,GOTEBORG/SAVE airport,Passenger,Passengers carried,All airlines,:,
2018M04,TROLLHATTAN-VANERSBORG airport,Passenger,Passengers carried,All airlines,3 967,
2018M04,MORA/SILJAN airport,Passenger,Passengers carried,All airlines,:,
2018M04,STOCKHOLM/SKAVSTA airport,Passenger,Passengers carried,All airlines,207 527,
2018M04,KRISTIANSTAD airport,Passenger,Passengers carried,All airlines,2 627,
2018M04,OSKARSHAMN airport,Passenger,Passengers carried,All airlines,:,
2018M04,KALMAR airport,Passenger,Passengers carried,All airlines,20 103,
2018M04,MALMO airport,Passenger,Passengers carried,All airlines,187 333,
2018M04,HALMSTAD airport,Passenger,Passengers carried,All airlines,11 047,
2018M04,VAXJO/KRONOBERG airport,Passenger,Passengers carried,All airlines,24 420,
2018M04,SVEG airport,Passenger,Passengers carried,All airlines,:,
2018M04,GALLIVARE airport,Passenger,Passengers carried,All airlines,3 215,
2018M04,KRAMFORS-SOLLEFTEA airport,Passenger,Passengers carried,All airlines,:,
2018M04,LYCKSELE airport,Passenger,Passengers carried,All airlines,1 606,
2018M04,SUNDSVALL-TIMRA airport,Passenger,Passengers carried,All airlines,24 327,
2018M04,ORNSKOLDSVIK airport,Passenger,Passengers carried,All airlines,7 676,
2018M04,KIRUNA airport,Passenger,Passengers carried,All airlines,21 528,
2018M04,SKELLEFTEA airport,Passenger,Passengers carried,All airlines,35 587,
2018M04,UMEA airport,Passenger,Passengers carried,All airlines,84 599,
2018M04,VILHELMINA airport,Passenger,Passengers carried,All airlines,1 029,
2018M04,ARVIDSJAUR airport,Passenger,Passengers carried,All airlines,1 795,
2018M04,ARE OSTERSUND airport,Passenger,Passengers carried,All airlines,47 476,
2018M04,OREBRO airport,Passenger,Passengers carried,All airlines,5 706,
2018M04,HAGFORS airport,Passenger,Passengers carried,All airlines,:,
2018M04,KARLSTAD airport,Passenger,Passengers carried,All airlines,6 020,
2018M04,STOCKHOLM/VASTERAS airport,Passenger,Passengers carried,All airlines,12 871,
2018M04,LULEA/KALLAX airport,Passenger,Passengers carried,All airlines,94 650,
2018M04,OESTERSUND airport,Passenger,Passengers carried,All airlines,:,
2018M04,STOCKHOLM/ARLANDA airport,Passenger,Passengers carried,All airlines,2 231 777,
2018M04,STOCKHOLM/BROMMA airport,Passenger,Passengers carried,All airlines,215 508,
2018M04,BORLANGE airport,Passenger,Passengers carried,All airlines,1 566,
2018M04,HULTSFRED-VIMMERBY airport,Passenger,Passengers carried,All airlines,:,
2018M04,LINKOPING/SAAB airport,Passenger,Passengers carried,All airlines,12 908,
2018M04,NORRKOPING/KUNGSANGEN airport,Passenger,Passengers carried,All airlines,4 626,
2018M04,TORSBY airport,Passenger,Passengers carried,All airlines,:,
2018M04,VISBY airport,Passenger,Passengers carried,All airlines,32 887,
2018M04,ANGELHOLM airport,Passenger,Passengers carried,All airlines,34 560,
2018M04,STORUMAM airport,Passenger,Passengers carried,All airlines,:,
2018M04,PAJALA airport,Passenger,Passengers carried,All airlines,:,
2018M04,HEMAVAN TARNABY airport,Passenger,Passengers carried,All airlines,:,
2018M04,BELFAST/ALDERGROVE airport,Passenger,Passengers carried,All airlines,498 574,
2018M04,BELFAST/CITY airport,Passenger,Passengers carried,All airlines,203 961,
2018M04,LONDONDERRY/EGLINTON airport,Passenger,Passengers carried,All airlines,14 988,
2018M04,BIRMINGHAM airport,Passenger,Passengers carried,All airlines,962 676,
2018M04,COVENTRY airport,Passenger,Passengers carried,All airlines,0,
2018M04,GLOUCESTERSHIRE airport,Passenger,Passengers carried,All airlines,0,
2018M04,MANCHESTER airport,Passenger,Passengers carried,All airlines,2 198 411,
2018M04,DONCASTER SHEFFIELD airport,Passenger,Passengers carried,All airlines,94 261,
2018M04,NEWQUAY airport,Passenger,Passengers carried,All airlines,:,
2018M04,CAMPBELTOWN airport,Passenger,Passengers carried,All airlines,645,
2018M04,LERWICK/TINGWALL airport,Passenger,Passengers carried,All airlines,337,
2018M04,CARDIFF airport,Passenger,Passengers carried,All airlines,104 874,
2018M04,SWANSEA airport,Passenger,Passengers carried,All airlines,0,
2018M04,BRISTOL airport,Passenger,Passengers carried,All airlines,702 940,
2018M04,LIVERPOOL airport,Passenger,Passengers carried,All airlines,438 117,
2018M04,LONDON LUTON airport,Passenger,Passengers carried,All airlines,1 403 688,
2018M04,LANDS END airport,Passenger,Passengers carried,All airlines,5 957,
