TIME,REP_AIRP,UNIT,TRA_MEAS,AIRLINE,Value,Flag and Footnotes
2019M01,ROTTERDAM airport,Passenger,Passengers carried,All airlines,84 457,
2019M01,GRAZ airport,Passenger,Passengers carried,All airlines,:,
2019M01,INNSBRUCK airport,Passenger,Passengers carried,All airlines,:,
2019M01,KLAGENFURT airport,Passenger,Passengers carried,All airlines,:,
2019M01,LINZ airport,Passenger,Passengers carried,All airlines,:,
2019M01,SALZBURG airport,Passenger,Passengers carried,All airlines,:,
2019M01,WIEN-SCHWECHAT airport,Passenger,Passengers carried,All airlines,:,
2019M01,BYDGOSZCZ/BIEDASZKOWO airport,Passenger,Passengers carried,All airlines,:,
2019M01,BYDGOSZCZ/SZWEDEROWO airport,Passenger,Passengers carried,All airlines,:,
2019M01,GDANSK IM LECHA WALESY airport,Passenger,Passengers carried,All airlines,:,
2019M01,KRAKOW/BALICE airport,Passenger,Passengers carried,All airlines,:,
2019M01,KATOWICE/PYRZOWICE airport,Passenger,Passengers carried,All airlines,:,
2019M01,LUBLIN airport,Passenger,Passengers carried,All airlines,:,
2019M01,LODZ/LUBLINEK airport,Passenger,Passengers carried,All airlines,:,
2019M01,WARSZAWA/MODLIN airport,Passenger,Passengers carried,All airlines,:,
2019M01,POZNAN/LAWICA airport,Passenger,Passengers carried,All airlines,:,
2019M01,RZESZOW/JASIONKA airport,Passenger,Passengers carried,All airlines,:,
2019M01,SZCZECIN/GOLENIOW airport,Passenger,Passengers carried,All airlines,:,
2019M01,OLSZTYN-MAZURY airport,Passenger,Passengers carried,All airlines,:,
2019M01,WARSZAWIA/CHOPINA airport,Passenger,Passengers carried,All airlines,:,
2019M01,WROCLAW/STRACHOWICE airport,Passenger,Passengers carried,All airlines,:,
2019M01,ZIELONA GORA/BABIMOST airport,Passenger,Passengers carried,All airlines,:,
2019M01,Unknown airport - POLAND,Passenger,Passengers carried,All airlines,:,
2019M01,SANTA MARIA airport,Passenger,Passengers carried,All airlines,:,
2019M01,BRAGANCA airport,Passenger,Passengers carried,All airlines,:,
2019M01,BEJA airport,Passenger,Passengers carried,All airlines,:,
2019M01,CORVO airport,Passenger,Passengers carried,All airlines,:,
2019M01,CASCAIS airport,Passenger,Passengers carried,All airlines,:,
2019M01,FLORES airport,Passenger,Passengers carried,All airlines,:,
2019M01,FARO airport,Passenger,Passengers carried,All airlines,:,
2019M01,FUNCHAL/MADEIRA I. airport,Passenger,Passengers carried,All airlines,:,
2019M01,GRACIOSA airport,Passenger,Passengers carried,All airlines,:,
2019M01,HORTA airport,Passenger,Passengers carried,All airlines,:,
2019M01,LAJES airport,Passenger,Passengers carried,All airlines,:,
2019M01,MADEIRA airport,Passenger,Passengers carried,All airlines,:,
2019M01,PONTA DELGADA airport,Passenger,Passengers carried,All airlines,:,
2019M01,PICO airport,Passenger,Passengers carried,All airlines,:,
2019M01,PORTIMAO airport,Passenger,Passengers carried,All airlines,:,
2019M01,SANTA MARIA OAC/FIC airport,Passenger,Passengers carried,All airlines,:,
2019M01,PORTO airport,Passenger,Passengers carried,All airlines,:,
2019M01,PORTO SANTO airport,Passenger,Passengers carried,All airlines,:,
2019M01,LISBOA airport,Passenger,Passengers carried,All airlines,:,
2019M01,SAO JORGE airport,Passenger,Passengers carried,All airlines,:,
2019M01,VILA REAL airport,Passenger,Passengers carried,All airlines,:,
2019M01,VISEU airport,Passenger,Passengers carried,All airlines,:,
2019M01,ARAD airport,Passenger,Passengers carried,All airlines,:,
2019M01,BACAU/GEORGE ENESCU airport,Passenger,Passengers carried,All airlines,27 568,
2019M01,BAIA MARE airport,Passenger,Passengers carried,All airlines,256,
2019M01,BUCURESTI/BANEASA-AUREL VLAICU airport,Passenger,Passengers carried,All airlines,:,
2019M01,CONSTANTA/MIHAIL KOGALNICEANU airport,Passenger,Passengers carried,All airlines,5 468,
2019M01,CLUJ NAPOCA/AVRAM IANCU airport,Passenger,Passengers carried,All airlines,185 376,
2019M01,CARANSEBES airport,Passenger,Passengers carried,All airlines,:,
2019M01,CRAIOVA airport,Passenger,Passengers carried,All airlines,32 386,
2019M01,IASI airport,Passenger,Passengers carried,All airlines,95 368,
2019M01,ORADEA airport,Passenger,Passengers carried,All airlines,5 541,
2019M01,BUCURESTI/HENRI COANDA airport,Passenger,Passengers carried,All airlines,994 459,
2019M01,SIBIU airport,Passenger,Passengers carried,All airlines,47 202,
2019M01,SATU MARE airport,Passenger,Passengers carried,All airlines,5 805,
2019M01,SUCEAVA/STEFAN CEL MARE airport,Passenger,Passengers carried,All airlines,25 876,
2019M01,TULCEA/DELTA DUNARII airport,Passenger,Passengers carried,All airlines,:,
2019M01,TARGU MURES/TRANSILVANIA airport,Passenger,Passengers carried,All airlines,11 122,
2019M01,TIMISOARA/TRAIAN VUIA airport,Passenger,Passengers carried,All airlines,103 718,
2019M01,LJUBLJANA/BRNIK airport,Passenger,Passengers carried,All airlines,102 502,
2019M01,BRATISLAVA/M.R.STEFANIK airport,Passenger,Passengers carried,All airlines,125 579,
2019M01,KOSICE airport,Passenger,Passengers carried,All airlines,26 077,
2019M01,PIESTANY airport,Passenger,Passengers carried,All airlines,:,
2019M01,SLIAC airport,Passenger,Passengers carried,All airlines,116,
2019M01,POPRAD-TATRY airport,Passenger,Passengers carried,All airlines,7 428,
2019M01,ZILINA airport,Passenger,Passengers carried,All airlines,:,
2019M01,Unknown airport - SLOVAKIA,Passenger,Passengers carried,All airlines,:,
2019M01,TAMPERE ACC/RCC airport,Passenger,Passengers carried,All airlines,:,
2019M01,ENONTEKIO airport,Passenger,Passengers carried,All airlines,1 769,
2019M01,HALLI airport,Passenger,Passengers carried,All airlines,0,
2019M01,HELSINKI-MALMI airport,Passenger,Passengers carried,All airlines,:,
2019M01,HELSINKI-VANTAA airport,Passenger,Passengers carried,All airlines,1 574 950,
2019M01,IVALO airport,Passenger,Passengers carried,All airlines,34 161,
2019M01,JOENSUU airport,Passenger,Passengers carried,All airlines,8 842,
2019M01,JYVASKYLA airport,Passenger,Passengers carried,All airlines,4 300,
2019M01,KAUHAVA airport,Passenger,Passengers carried,All airlines,:,
2019M01,KEMI-TORNIO airport,Passenger,Passengers carried,All airlines,5 906,
2019M01,KAJAANI airport,Passenger,Passengers carried,All airlines,8 325,
2019M01,KOKKOLA-PIETARSAARI airport,Passenger,Passengers carried,All airlines,4 111,
2019M01,KUUSAMO airport,Passenger,Passengers carried,All airlines,16 625,
2019M01,KITTILA airport,Passenger,Passengers carried,All airlines,58 988,
2019M01,KUOPIO airport,Passenger,Passengers carried,All airlines,18 655,
2019M01,LAPPEENRANTA airport,Passenger,Passengers carried,All airlines,:,
2019M01,MARIEHAMN airport,Passenger,Passengers carried,All airlines,4 212,
2019M01,OULU airport,Passenger,Passengers carried,All airlines,85 249,
2019M01,PORI airport,Passenger,Passengers carried,All airlines,14,
2019M01,ROVANIEMI airport,Passenger,Passengers carried,All airlines,76 918,
2019M01,SAVONLINNA airport,Passenger,Passengers carried,All airlines,472,
2019M01,SEINAJOKI airport,Passenger,Passengers carried,All airlines,:,
2019M01,TAMPERE-PIRKKALA airport,Passenger,Passengers carried,All airlines,17 084,
2019M01,TURKU airport,Passenger,Passengers carried,All airlines,26 528,
2019M01,UTTI airport,Passenger,Passengers carried,All airlines,0,
2019M01,VAASA airport,Passenger,Passengers carried,All airlines,22 050,
2019M01,VARKAUS airport,Passenger,Passengers carried,All airlines,:,
2019M01,Unknown airport - FINLAND,Passenger,Passengers carried,All airlines,:,
2019M01,RONNEBY airport,Passenger,Passengers carried,All airlines,15 268,
2019M01,GOTEBORG/LANDVETTER airport,Passenger,Passengers carried,All airlines,450 940,
2019M01,JONKOPING airport,Passenger,Passengers carried,All airlines,7 436,
2019M01,GOTEBORG/SAVE airport,Passenger,Passengers carried,All airlines,:,
2019M01,TROLLHATTAN-VANERSBORG airport,Passenger,Passengers carried,All airlines,3 005,
2019M01,MORA/SILJAN airport,Passenger,Passengers carried,All airlines,:,
2019M01,STOCKHOLM/SKAVSTA airport,Passenger,Passengers carried,All airlines,129 491,
2019M01,KRISTIANSTAD airport,Passenger,Passengers carried,All airlines,2 501,
2019M01,OSKARSHAMN airport,Passenger,Passengers carried,All airlines,:,
2019M01,KALMAR airport,Passenger,Passengers carried,All airlines,16 313,
2019M01,MALMO airport,Passenger,Passengers carried,All airlines,137 746,
2019M01,HALMSTAD airport,Passenger,Passengers carried,All airlines,8 662,
2019M01,VAXJO/KRONOBERG airport,Passenger,Passengers carried,All airlines,14 758,
2019M01,SVEG airport,Passenger,Passengers carried,All airlines,:,
2019M01,GALLIVARE airport,Passenger,Passengers carried,All airlines,2 031,
2019M01,KRAMFORS-SOLLEFTEA airport,Passenger,Passengers carried,All airlines,:,
2019M01,LYCKSELE airport,Passenger,Passengers carried,All airlines,1 305,
2019M01,SUNDSVALL-TIMRA airport,Passenger,Passengers carried,All airlines,17 037,
2019M01,ORNSKOLDSVIK airport,Passenger,Passengers carried,All airlines,6 343,
2019M01,KIRUNA airport,Passenger,Passengers carried,All airlines,22 920,
2019M01,SKELLEFTEA airport,Passenger,Passengers carried,All airlines,22 367,
2019M01,UMEA airport,Passenger,Passengers carried,All airlines,71 155,
2019M01,VILHELMINA airport,Passenger,Passengers carried,All airlines,952,
2019M01,ARVIDSJAUR airport,Passenger,Passengers carried,All airlines,11 492,
2019M01,ARE OSTERSUND airport,Passenger,Passengers carried,All airlines,45 469,
2019M01,OREBRO airport,Passenger,Passengers carried,All airlines,4 413,
2019M01,HAGFORS airport,Passenger,Passengers carried,All airlines,:,
2019M01,KARLSTAD airport,Passenger,Passengers carried,All airlines,5 751,
2019M01,STOCKHOLM/VASTERAS airport,Passenger,Passengers carried,All airlines,5 020,
2019M01,LULEA/KALLAX airport,Passenger,Passengers carried,All airlines,88 417,
2019M01,OESTERSUND airport,Passenger,Passengers carried,All airlines,:,
2019M01,STOCKHOLM/ARLANDA airport,Passenger,Passengers carried,All airlines,1 797 574,
2019M01,STOCKHOLM/BROMMA airport,Passenger,Passengers carried,All airlines,175 554,
2019M01,BORLANGE airport,Passenger,Passengers carried,All airlines,1 469,
2019M01,HULTSFRED-VIMMERBY airport,Passenger,Passengers carried,All airlines,:,
2019M01,LINKOPING/SAAB airport,Passenger,Passengers carried,All airlines,10 763,
2019M01,NORRKOPING/KUNGSANGEN airport,Passenger,Passengers carried,All airlines,8 014,
2019M01,TORSBY airport,Passenger,Passengers carried,All airlines,:,
2019M01,VISBY airport,Passenger,Passengers carried,All airlines,24 022,
2019M01,ANGELHOLM airport,Passenger,Passengers carried,All airlines,28 348,
2019M01,STORUMAM airport,Passenger,Passengers carried,All airlines,:,
2019M01,PAJALA airport,Passenger,Passengers carried,All airlines,:,
2019M01,HEMAVAN TARNABY airport,Passenger,Passengers carried,All airlines,:,
2019M01,BELFAST/ALDERGROVE airport,Passenger,Passengers carried,All airlines,405 935,
2019M01,BELFAST/CITY airport,Passenger,Passengers carried,All airlines,162 013,
2019M01,LONDONDERRY/EGLINTON airport,Passenger,Passengers carried,All airlines,14 536,
2019M01,BIRMINGHAM airport,Passenger,Passengers carried,All airlines,781 207,
2019M01,COVENTRY airport,Passenger,Passengers carried,All airlines,0,
2019M01,GLOUCESTERSHIRE airport,Passenger,Passengers carried,All airlines,0,
2019M01,MANCHESTER airport,Passenger,Passengers carried,All airlines,1 782 644,
2019M01,DONCASTER SHEFFIELD airport,Passenger,Passengers carried,All airlines,69 812,
2019M01,NEWQUAY airport,Passenger,Passengers carried,All airlines,:,
2019M01,CAMPBELTOWN airport,Passenger,Passengers carried,All airlines,505,
2019M01,LERWICK/TINGWALL airport,Passenger,Passengers carried,All airlines,133,
2019M01,CARDIFF airport,Passenger,Passengers carried,All airlines,73 100,
2019M01,SWANSEA airport,Passenger,Passengers carried,All airlines,0,
2019M01,BRISTOL airport,Passenger,Passengers carried,All airlines,520 427,
2019M01,LIVERPOOL airport,Passenger,Passengers carried,All airlines,316 432,
2019M01,LONDON LUTON airport,Passenger,Passengers carried,All airlines,1 156 359,
2019M01,LANDS END airport,Passenger,Passengers carried,All airlines,2 766,
2019M01,PLYMOUTH airport,Passenger,Passengers carried,All airlines,:,
2019M01,SCILLY ISLES/ST MARYS airport,Passenger,Passengers carried,All airlines,3 169,
2019M01,BOURNEMOUTH airport,Passenger,Passengers carried,All airlines,35 869,
2019M01,SOUTHAMPTON airport,Passenger,Passengers carried,All airlines,120 202,
2019M01,BEMBRIDGE airport,Passenger,Passengers carried,All airlines,:,
2019M01,PENZANCE airport,Passenger,Passengers carried,All airlines,:,
2019M01,NEWQUAY airport,Passenger,Passengers carried,All airlines,23 416,
2019M01,TRESCO airport,Passenger,Passengers carried,All airlines,:,
2019M01,SHOREHAM airport,Passenger,Passengers carried,All airlines,0,
2019M01,BIGGIN HILL airport,Passenger,Passengers carried,All airlines,291,
2019M01,LONDON GATWICK airport,Passenger,Passengers carried,All airlines,2 953 515,
2019M01,LONDON/CITY airport,Passenger,Passengers carried,All airlines,341 022,
2019M01,LONDON HEATHROW airport,Passenger,Passengers carried,All airlines,5 927 225,
2019M01,LONDON HELIPORT airport,Passenger,Passengers carried,All airlines,0,
2019M01,SOUTHEND airport,Passenger,Passengers carried,All airlines,72 837,
2019M01,LYDD airport,Passenger,Passengers carried,All airlines,6,
2019M01,MANSTON airport,Passenger,Passengers carried,All airlines,:,
2019M01,CARLISLE airport,Passenger,Passengers carried,All airlines,0,
2019M01,BLACKPOOL airport,Passenger,Passengers carried,All airlines,1 297,
2019M01,HUMBERSIDE airport,Passenger,Passengers carried,All airlines,13 411,
2019M01,BARROW/WALNEY ISLAND airport,Passenger,Passengers carried,All airlines,:,
2019M01,LEEDS BRADFORD airport,Passenger,Passengers carried,All airlines,180 326,
2019M01,HAWARDEN airport,Passenger,Passengers carried,All airlines,0,
2019M01,NEWCASTLE airport,Passenger,Passengers carried,All airlines,273 316,
2019M01,DURHAM TEES VALLEY airport,Passenger,Passengers carried,All airlines,9 803,
2019M01,EAST MIDLANDS airport,Passenger,Passengers carried,All airlines,215 025,
2019M01,KIRKWALL airport,Passenger,Passengers carried,All airlines,10 026,
2019M01,SUMBURGH airport,Passenger,Passengers carried,All airlines,17 496,
2019M01,WICK airport,Passenger,Passengers carried,All airlines,1 064,
2019M01,ABERDEEN/DYCE airport,Passenger,Passengers carried,All airlines,204 347,
2019M01,INVERNESS airport,Passenger,Passengers carried,All airlines,48 990,
2019M01,GLASGOW airport,Passenger,Passengers carried,All airlines,526 014,
2019M01,EDINBURGH airport,Passenger,Passengers carried,All airlines,919 481,
2019M01,ISLAY airport,Passenger,Passengers carried,All airlines,1 610,
2019M01,PRESTWICK airport,Passenger,Passengers carried,All airlines,22 060,
2019M01,BENBECULA airport,Passenger,Passengers carried,All airlines,2 393,
2019M01,SCATSTA airport,Passenger,Passengers carried,All airlines,9 780,
2019M01,DUNDEE airport,Passenger,Passengers carried,All airlines,1 438,
2019M01,STORNOWAY airport,Passenger,Passengers carried,All airlines,8 004,
2019M01,BARRA airport,Passenger,Passengers carried,All airlines,765,
2019M01,TIREE airport,Passenger,Passengers carried,All airlines,619,
2019M01,UNST airport,Passenger,Passengers carried,All airlines,:,
2019M01,CAMBRIDGE airport,Passenger,Passengers carried,All airlines,0,
2019M01,NORWICH airport,Passenger,Passengers carried,All airlines,28 116,
2019M01,LONDON STANSTED airport,Passenger,Passengers carried,All airlines,1 930 066,
2019M01,SHEFFIELD CITY airport,Passenger,Passengers carried,All airlines,:,
2019M01,CRANFIELD airport,Passenger,Passengers carried,All airlines,:,
2019M01,EXETER airport,Passenger,Passengers carried,All airlines,54 388,
2019M01,OXFORD/KIDLINGTON airport,Passenger,Passengers carried,All airlines,0,
2019M01,AKUREYRI airport,Passenger,Passengers carried,All airlines,15 406,
2019M01,BAKKI airport,Passenger,Passengers carried,All airlines,:,
2019M01,BILDUDALUR airport,Passenger,Passengers carried,All airlines,:,
2019M01,EGILSSTADIR airport,Passenger,Passengers carried,All airlines,:,
2019M01,GJOGUR airport,Passenger,Passengers carried,All airlines,:,
2019M01,GRIMSEY airport,Passenger,Passengers carried,All airlines,:,
2019M01,HOFN HORNAFIRDI airport,Passenger,Passengers carried,All airlines,:,
2019M01,HUSAVIK airport,Passenger,Passengers carried,All airlines,:,
2019M01,ISAFJORDUR airport,Passenger,Passengers carried,All airlines,:,
2019M01,KEFLAVIK airport,Passenger,Passengers carried,All airlines,532 567,
2019M01,KOPASKER airport,Passenger,Passengers carried,All airlines,:,
2019M01,SAUDARKROKUR airport,Passenger,Passengers carried,All airlines,:,
2019M01,NORDFJORDUR airport,Passenger,Passengers carried,All airlines,:,
2019M01,PATREKSFJORDUR airport,Passenger,Passengers carried,All airlines,:,
2019M01,RAUFARHOFN airport,Passenger,Passengers carried,All airlines,:,
2019M01,REYKJAVIK airport,Passenger,Passengers carried,All airlines,23 590,
2019M01,REYKJAHLID airport,Passenger,Passengers carried,All airlines,:,
2019M01,SIGLUFJORDUR airport,Passenger,Passengers carried,All airlines,:,
2019M01,STYKKISHOLMUR airport,Passenger,Passengers carried,All airlines,:,
2019M01,THINGEYRI airport,Passenger,Passengers carried,All airlines,:,
2019M01,THORSHOFN airport,Passenger,Passengers carried,All airlines,:,
2019M01,VESTMANNAEYJAR airport,Passenger,Passengers carried,All airlines,:,
2019M01,VOPNAFJORDUR airport,Passenger,Passengers carried,All airlines,:,
2019M01,OSTRE AERA airport,Passenger,Passengers carried,All airlines,:,
2019M01,AL/HALLINGDAL SJUKESTUGU airport,Passenger,Passengers carried,All airlines,:,
2019M01,ALESUND/VIGRA airport,Passenger,Passengers carried,All airlines,80 196,
2019M01,ANDOYA/ANDENES airport,Passenger,Passengers carried,All airlines,4 020,
2019M01,NY-ALESUND/HAMNERABBEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,ALTA airport,Passenger,Passengers carried,All airlines,25 628,
2019M01,BARENTSBURG airport,Passenger,Passengers carried,All airlines,:,
2019M01,"NORWAY ACC, BODO airport",Passenger,Passengers carried,All airlines,:,
2019M01,BALDER airport,Passenger,Passengers carried,All airlines,:,
2019M01,BERGEN/GRONNEVIKSOREN airport,Passenger,Passengers carried,All airlines,:,
2019M01,BJORNOYA airport,Passenger,Passengers carried,All airlines,:,
2019M01,FORDE/BRINGELAND airport,Passenger,Passengers carried,All airlines,6 612,
2019M01,BOMOEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,BRONNOYSUND/BRONNOY airport,Passenger,Passengers carried,All airlines,8 798,
2019M01,BODO airport,Passenger,Passengers carried,All airlines,116 816,
2019M01,BERGEN/FLESLAND airport,Passenger,Passengers carried,All airlines,431 925,
2019M01,BATSFJORD airport,Passenger,Passengers carried,All airlines,1 180,
2019M01,BERLEVAG airport,Passenger,Passengers carried,All airlines,507,
2019M01,KRISTIANSAND/KJEVIK airport,Passenger,Passengers carried,All airlines,76 081,
2019M01,DOMBAS/BRUNSHAGEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,DRAMMEN/SYKEHUSET BUSKERUD airport,Passenger,Passengers carried,All airlines,:,
2019M01,GEILO/DAGALI airport,Passenger,Passengers carried,All airlines,:,
2019M01,DOKKA/THOMLEVOLD airport,Passenger,Passengers carried,All airlines,:,
2019M01,DRAUPNER airport,Passenger,Passengers carried,All airlines,:,
2019M01,DRAUGEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,BARDUFOSS airport,Passenger,Passengers carried,All airlines,17 789,
2019M01,EGGEMOEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,EKOFISK airport,Passenger,Passengers carried,All airlines,:,
2019M01,ELVERUM/SYKEHUSET INNLANDET airport,Passenger,Passengers carried,All airlines,:,
2019M01,HARSTAD/NARVIK/EVENES airport,Passenger,Passengers carried,All airlines,49 598,
2019M01,FROYA/FLATVAL airport,Passenger,Passengers carried,All airlines,:,
2019M01,STATFJORD B airport,Passenger,Passengers carried,All airlines,:,
2019M01,FORDE/SENTRALSJUKEHUSET airport,Passenger,Passengers carried,All airlines,:,
2019M01,FAGERNES/LEIRIN airport,Passenger,Passengers carried,All airlines,:,
2019M01,FEDJE airport,Passenger,Passengers carried,All airlines,:,
2019M01,FLORO airport,Passenger,Passengers carried,All airlines,10 497,
2019M01,FRIGG airport,Passenger,Passengers carried,All airlines,:,
2019M01,FYRESDAL airport,Passenger,Passengers carried,All airlines,:,
2019M01,GULLFAKS A airport,Passenger,Passengers carried,All airlines,:,
2019M01,GULLFAKS B (OIL RIG) airport,Passenger,Passengers carried,All airlines,:,
2019M01,GULLFAKS C airport,Passenger,Passengers carried,All airlines,:,
2019M01,GULLKNAPP airport,Passenger,Passengers carried,All airlines,:,
2019M01,OSLO/GARDERMOEN airport,Passenger,Passengers carried,All airlines,1 945 246,
2019M01,GRIMSMOEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,SNASA/GRONORA airport,Passenger,Passengers carried,All airlines,:,
2019M01,HAMAR/STAFSBERG airport,Passenger,Passengers carried,All airlines,:,
2019M01,HAUGESUND/KARMOY airport,Passenger,Passengers carried,All airlines,42 053,
2019M01,HEIDRUN airport,Passenger,Passengers carried,All airlines,:,
2019M01,HAMMERFEST airport,Passenger,Passengers carried,All airlines,9 746,
2019M01,HASVIK airport,Passenger,Passengers carried,All airlines,668,
2019M01,HEIMDAL airport,Passenger,Passengers carried,All airlines,:,
2019M01,HORNMOEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,HOPEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,HOKKSUND airport,Passenger,Passengers carried,All airlines,:,
2019M01,HATTFJELLDAL/VOLLEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,HONNINGSVAG/VALAN airport,Passenger,Passengers carried,All airlines,1 219,
2019M01,HAUGESUND/SJUKEHUS airport,Passenger,Passengers carried,All airlines,:,
2019M01,ISFJORD airport,Passenger,Passengers carried,All airlines,:,
2019M01,JAN MAYEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,JARLSBERG airport,Passenger,Passengers carried,All airlines,:,
2019M01,KAUTOKEINO airport,Passenger,Passengers carried,All airlines,:,
2019M01,KRISTIANSUND/KVERNBERGET airport,Passenger,Passengers carried,All airlines,21 711,
2019M01,KJELLER airport,Passenger,Passengers carried,All airlines,:,
2019M01,GOL/KLANTEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,KIRKENES/HOYBUKTMOEN airport,Passenger,Passengers carried,All airlines,22 511,
2019M01,ULA airport,Passenger,Passengers carried,All airlines,:,
2019M01,LILLEHAMMER/SYKEHUSET INNLANDET airport,Passenger,Passengers carried,All airlines,:,
2019M01,FARSUND/LISTA airport,Passenger,Passengers carried,All airlines,:,
2019M01,LEKNES airport,Passenger,Passengers carried,All airlines,8 247,
2019M01,LUNDE airport,Passenger,Passengers carried,All airlines,:,
2019M01,LORENSKOG/AKERSHUS UNIVERSITETSSYKEHUS airport,Passenger,Passengers carried,All airlines,:,
2019M01,MEHAMN airport,Passenger,Passengers carried,All airlines,1 063,
2019M01,MOLDE/ARO airport,Passenger,Passengers carried,All airlines,28 332,
2019M01,MOSJOEN/KJAERSTAD airport,Passenger,Passengers carried,All airlines,4 915,
2019M01,LAKSELV/BANAK airport,Passenger,Passengers carried,All airlines,4 656,
2019M01,NORNE airport,Passenger,Passengers carried,All airlines,:,
2019M01,NJORD A airport,Passenger,Passengers carried,All airlines,:,
2019M01,NARVIK/FRAMNES airport,Passenger,Passengers carried,All airlines,:,
2019M01,NAMSOS airport,Passenger,Passengers carried,All airlines,2 298,
2019M01,NOTODDEN/TUVEN airport,Passenger,Passengers carried,All airlines,59,
2019M01,OSEBERG A airport,Passenger,Passengers carried,All airlines,:,
2019M01,OSEBERG C airport,Passenger,Passengers carried,All airlines,:,
2019M01,ORLAND airport,Passenger,Passengers carried,All airlines,1 791,
2019M01,OPPDAL/FAGERHAUG airport,Passenger,Passengers carried,All airlines,:,
2019M01,"NORWAY ACC, OSLO airport",Passenger,Passengers carried,All airlines,:,
2019M01,ORSTA-VOLDA/HOVDEN airport,Passenger,Passengers carried,All airlines,7 894,
2019M01,AASEGARDEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,TANA BRU (TANA BRIDGE) airport,Passenger,Passengers carried,All airlines,:,
2019M01,"HAMMERFEST, FUGLENES airport",Passenger,Passengers carried,All airlines,:,
2019M01,HATTFJELLDAL airport,Passenger,Passengers carried,All airlines,:,
2019M01,REGIONSYKEHUSET TC airport,Passenger,Passengers carried,All airlines,:,
2019M01,PYRAMIDEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,TROLL A airport,Passenger,Passengers carried,All airlines,:,
2019M01,TROLL B airport,Passenger,Passengers carried,All airlines,:,
2019M01,TROLL C airport,Passenger,Passengers carried,All airlines,:,
2019M01,BRAGE airport,Passenger,Passengers carried,All airlines,:,
2019M01,OSEBERG OST airport,Passenger,Passengers carried,All airlines,:,
2019M01,VESLEFRIKK A airport,Passenger,Passengers carried,All airlines,:,
2019M01,GULLFAKS B airport,Passenger,Passengers carried,All airlines,:,
2019M01,GULLFAKS A SPM1 airport,Passenger,Passengers carried,All airlines,:,
2019M01,GULLFAKS A SPM2 airport,Passenger,Passengers carried,All airlines,:,
2019M01,KVITEBJORN airport,Passenger,Passengers carried,All airlines,:,
2019M01,OSEBERG SOR airport,Passenger,Passengers carried,All airlines,:,
2019M01,SNORRE B airport,Passenger,Passengers carried,All airlines,:,
2019M01,STATFJORD C airport,Passenger,Passengers carried,All airlines,:,
2019M01,HULDRA airport,Passenger,Passengers carried,All airlines,:,
2019M01,VISUND airport,Passenger,Passengers carried,All airlines,:,
2019M01,MO I RANA/ROSSVOLL airport,Passenger,Passengers carried,All airlines,7 633,
2019M01,ROGNAN airport,Passenger,Passengers carried,All airlines,:,
2019M01,RINGEBU/FRYA airport,Passenger,Passengers carried,All airlines,:,
2019M01,RAKKESTAD airport,Passenger,Passengers carried,All airlines,:,
2019M01,RORVIK/RYUM airport,Passenger,Passengers carried,All airlines,3 121,
2019M01,ROROS airport,Passenger,Passengers carried,All airlines,1 955,
2019M01,ROST airport,Passenger,Passengers carried,All airlines,648,
2019M01,TRONDHEIM/ROSTEN airport,Passenger,Passengers carried,All airlines,:,
2019M01,REINSVOLL airport,Passenger,Passengers carried,All airlines,:,
2019M01,MOSS/RYGGE airport,Passenger,Passengers carried,All airlines,:,
2019M01,SVEA airport,Passenger,Passengers carried,All airlines,:,
2019M01,SVALBARD/LONGYEAR airport,Passenger,Passengers carried,All airlines,8 578,
2019M01,SANDANE/ANDA airport,Passenger,Passengers carried,All airlines,2 317,
2019M01,SNORRE A airport,Passenger,Passengers carried,All airlines,:,
2019M01,STATFJORD A airport,Passenger,Passengers carried,All airlines,:,
2019M01,SOGNDAL/HAUKASEN airport,Passenger,Passengers carried,All airlines,5 007,
2019M01,SVOLVAER/HELLE airport,Passenger,Passengers carried,All airlines,5 854,
2019M01,SKI/SONDRE SKI GARD airport,Passenger,Passengers carried,All airlines,:,
2019M01,STOKMARKNES/SKAGEN airport,Passenger,Passengers carried,All airlines,8 028,
2019M01,SLEIPNER A airport,Passenger,Passengers carried,All airlines,:,
2019M01,SKIEN/GEITERYGGEN airport,Passenger,Passengers carried,All airlines,0,
2019M01,STORD/SORSTOKKEN airport,Passenger,Passengers carried,All airlines,2 679,
2019M01,SORKJOSEN airport,Passenger,Passengers carried,All airlines,946,
2019M01,VARDO/SVARTNES airport,Passenger,Passengers carried,All airlines,929,
2019M01,SANDNESSJOEN/STOKKA airport,Passenger,Passengers carried,All airlines,5 067,
2019M01,SUNNDALSORA airport,Passenger,Passengers carried,All airlines,:,
2019M01,"NORWAY ACC, STAVANGER airport",Passenger,Passengers carried,All airlines,:,
